363,1,45.00
365,16,1680.00
379,9,405.00
388,2,150.00
397,8,600.00
404,45,3495.00
410,1,45.00
452,16,1028.00
456,1,75.00
474,2,90.00
534,54,810.00
622,10,150.00
641,16,720.00
781,38,1860.00
868,2,210.00
888,9,855.00
895,4,180.00
929,23,1815.00
975,1,45.00
1596,1,45.00
1635,2,150.00
1732,21,945.00
1755,2,90.00
1781,2,150.00
1809,2,90.00
1819,3,135.00
1874,4,360.00
1932,1,45.00
2016,2,60.00
2045,21,945.00
2092,2,30.00
2137,31,2325.00
2234,2,90.00
2273,1,75.00
2302,2,60.00
2384,1,45.00
2404,43,675.00
2614,6,380.00
2701,14,630.00
2743,1,45.00
3285,3,285.00
3496,1,75.00
3659,1,60.00
3704,1,45.00
4046,26,1980.00
4187,2,90.00
4208,2,120.00
4252,10,300.00
4305,3,135.00
4363,19,1140.00
4418,40,3000.00
4468,19,300.00
4488,3,225.00
4840,2,90.00
4895,1,30.00
4908,2,60.00
5089,11,495.00
5300,5,345.00
5567,18,1590.00
5867,3,315.00
5969,1,45.00
5984,25,1500.00
6842,15,1125.00
6926,4,420.00
6961,5,120.00
7025,2,150.00
7139,2,90.00
7183,1,45.00
7379,5,300.00
7472,1,45.00
7504,37,1665.00
9781,1,45.00
9891,17,765.00
9939,32,960.00
10708,16,1680.00
10748,39,1755.00
10803,39,3045.00
11011,2,90.00
11207,3,157.00
11260,2,150.00
11278,1,75.00
11318,1,60.00
11925,3,225.00
12462,4,255.00
13581,71,4260.00
15420,8,240.00
15566,1,75.00
15736,54,2430.00
16035,13,975.00
16038,1,75.00
16062,10,750.00
16234,3,135.00
16299,30,1350.00
17236,38,2850.00
17448,8,360.00
17653,8,120.00
17657,3,285.00
17747,1,105.00
17874,15,690.00
17946,3,201.00
20346,40,2400.00
21032,1,75.00
21228,17,1020.00
21320,2,90.00
21620,2,150.00
21848,7,315.00
22153,25,1125.00
22160,7,615.00
22242,1,15.00
22265,17,1335.00
22905,16,780.00
22985,1,45.00
23072,15,795.00
24578,22,1320.00
24712,10,255.00
24776,27,810.00
25015,12,180.00
25259,2,90.00
25275,12,791.00
25312,1,15.00
26312,2,150.00
26370,5,75.00
26732,1,45.00
27454,1,45.00
27545,1,60.00
27555,2,30.00
29810,27,1656.00
29983,4,330.00
30131,3,240.00
30334,3,135.00
31792,20,900.00
31861,24,1080.00
31895,5,420.00
32019,6,450.00
32097,4,195.00
33006,2,30.00
33319,44,1980.00
33376,11,649.00
34301,6,360.00
34328,10,630.00
34571,21,1125.00
34577,9,405.00
34654,24,1080.00
34776,3,240.00
34980,1,45.00
35108,2,60.00
35153,2,90.00
35184,4,120.00
35196,1,60.00
35662,1,60.00
35810,6,450.00
36335,1,45.00
36446,1,75.00
36463,3,180.00
36544,1,45.00
36579,5,225.00
36608,2,90.00
36629,24,1080.00
36644,7,105.00
36725,2,150.00
36831,2,90.00
36897,17,510.00
37093,41,1845.00
37128,3,225.00
37325,2,180.00
37345,10,1050.00
37370,1,75.00
37499,3,180.00
37642,13,765.00
37680,12,1290.00
37709,19,1140.00
37804,14,840.00
38404,2,120.00
38455,17,1095.00
38494,22,1320.00
38550,24,1080.00
43378,6,315.00
43504,4,120.00
43644,39,1755.00
43650,3,180.00
43657,5,300.00
43727,44,1305.00
43729,28,1770.00
45580,14,690.00
45873,7,495.00
47754,41,615.00
47927,23,1035.00
48325,26,1170.00
48340,1,75.00
48822,27,810.00
49563,3,315.00
50493,48,2160.00
54482,25,1500.00
55161,9,915.00
56603,1,45.00
56631,2,90.00
56954,23,1035.00
57177,6,480.00
57462,2,30.00
57470,4,180.00
58371,5,225.00
58458,4,240.00
58954,15,225.00
59016,1,45.00
59858,2,90.00
60226,2,150.00
61456,7,420.00
62216,7,210.00
62243,4,300.00
62411,63,1890.00
62417,18,270.00
62475,9,690.00
62480,4,240.00
62482,3,180.00
62484,2,120.00
62486,2,120.00
62565,6,270.00
62817,2,90.00
63505,8,120.00
63716,6,270.00
63805,6,450.00
63883,57,1425.00
64127,24,1080.00
64625,22,660.00
64797,12,180.00
64957,45,2700.00
65076,15,720.00
65644,6,270.00
65646,13,585.00
65719,3,225.00
65960,14,420.00
65980,4,120.00
66456,4,75.00
66883,2,120.00
67111,3,45.00
67113,4,60.00
67127,46,3330.00
67196,1,60.00
67258,2,90.00
67329,10,660.00
67458,4,360.00
67926,6,540.00
67934,1,30.00
68311,37,1110.00
68344,19,570.00
68377,4,240.00
68696,12,180.00
69636,29,870.00
69648,14,420.00
69770,2,60.00
69836,23,1500.00
69906,11,330.00
70216,4,105.00
70719,3,90.00
70728,2,30.00
72427,4,240.00
72431,1,45.00
72687,1,45.00
72721,3,90.00
73300,10,750.00
73310,1,90.00
73436,66,2970.00
73438,35,2145.00
73927,5,285.00
74680,8,480.00
74697,45,735.00
75269,36,2700.00
75335,82,1410.00
75366,3,255.00
75705,51,2295.00
75748,4,180.00
75783,131,5895.00
75794,49,3015.00
76159,63,945.00
76176,11,495.00
76414,6,402.00
76845,3,135.00
77156,10,450.00
77632,2,120.00
77950,3,135.00
78271,1,45.00
78554,38,1710.00
78561,26,1170.00
78793,3,285.00
79007,4,300.00
79025,34,1560.00
79161,2,90.00
