项目id,项目名称,地址,城市,8月项目下智能屏理论点位数,日期,排片点位数,刊挂总时常
1874,耀江广厦,延安路126号,杭州,4,2019/5/27,4,480
1932,和平大厦,绍兴路168号,杭州,1,2019/5/27,1,60
2016,银河商务中心,萧绍路999号,杭州,2,2019/5/27,2,120
2045,采荷嘉业大厦,新塘路19号,杭州,21,2019/5/27,21,1260
2092,恒励大厦,黄龙路5号,杭州,2,2019/5/27,2,150
2137,嘉德广场,庆春路118号,杭州,31,2019/5/27,31,1875
2234,文锦大厦,文三路100号,杭州,2,2019/5/27,2,210
2273,国贸大厦,中河路168号,杭州,1,2019/5/27,1,75
2302,经贸大厦,市心南路181号,杭州,2,2019/5/27,2,150
2384,嘉汇大厦,朝晖路181号,杭州,27,2019/5/27,27,2025
2404,浙江物产国际广场,凯旋路445号,杭州,43,2019/5/27,43,4410
2614,建工大厦（杭州）,文三路20号,杭州,6,2019/5/27,6,630
2701,伊世纪城市花园,星光路803号,杭州,14,2019/5/27,14,840
2743,联锦大厦,朝晖路175号,杭州,1,2019/5/27,1,75
3285,双牛大厦,建国北路281号,杭州,3,2019/5/27,3,240
3496,二轻大厦,延安路398号,杭州,1,2019/5/27,1,75
3659,华荣时代大厦,江南大道3880号,杭州,1,2019/5/27,1,75
3704,新延安饭店,直戒坛寺巷20号,杭州,1,2019/5/27,1,90
4046,改革月报大楼,司马渡巷60号,杭州,26,2019/5/27,22,1485
4187,华源发展大厦,建国北路639号,杭州,3,2019/5/27,2,180
4208,金泰商务大厦,清泰路571号,杭州,2,2019/5/27,2,150
4252,金苑大厦,金城路1198号,杭州,10,2019/5/27,10,585
4305,交运大厦,秋涛北路176号,杭州,3,2019/5/27,3,225
4338,蓝天商务中心,莫干山路18号,杭州,4,2019/5/27,3,315
4363,香榭商务大厦,江城路889号,杭州,19,2019/5/27,19,1485
4418,平海国际大厦,中河中路222号,杭州,40,2019/5/27,40,3000
4468,庆春发展大厦,庆春东路66号,杭州,20,2019/5/27,19,1845
4488,马可波罗假日酒店,平海路38号,杭州,3,2019/5/27,3,270
4840,南北商务港,温州路71号,杭州,2,2019/5/27,2,135
4895,南都房地产大厦,市心南路175号,杭州,1,2019/5/27,1,75
4908,广茵大厦,凤起东路42号,杭州,2,2019/5/27,2,180
5089,深蓝广场,朝晖路205号,杭州,11,2019/5/27,11,810
5300,裕达大厦,体育场路10号,杭州,5,2019/5/27,5,435
5567,西湖国贸中心,庆春路235号,杭州,20,2019/5/27,18,1350
5628,萧宏大厦,滨盛路1777号,杭州,2,2019/5/27,2,210
5867,万安城市花园东苑,建国中路179号,杭州,3,2019/5/27,3,225
5969,锦绣大厦（杭州）,湖墅南路356号,杭州,1,2019/5/27,1,90
5984,吴山铭楼,延安路9号,杭州,25,2019/5/27,25,1905
6842,中财发展大厦,中河中路285,杭州,15,2019/5/27,15,1350
6926,幸福人家公寓,岳家湾89号,杭州,4,2019/5/27,4,300
6961,银江科技产业园, 益乐路223号,杭州,5,2019/5/27,5,300
7025,中河大厦,庆春路159号,杭州,2,2019/5/27,2,150
7139,LOFT商务楼,文晖路22号,杭州,2,2019/5/27,2,150
7183,百瑞广场商务楼,市心北路199号,杭州,1,2019/5/27,1,60
7379,滨海威陵大厦,江南大道481号,杭州,5,2019/5/27,5,375
7401,中山花园,朝晖路221号,杭州,2,2019/5/27,2,180
7472,置业大厦(杭州),文晖路46号,杭州,16,2019/5/27,16,1185
7504,中田大厦,玉古路173号,杭州,37,2019/5/27,37,3885
9781,晶晖商务大厦,中山北路631号,杭州,1,2019/5/27,1,75
9891,东软创业大厦,华星路99号,杭州,17,2019/5/27,17,2010
9939,开元加州阳光（杭州）,金城路333号,杭州,64,2019/5/27,64,4320
10708,万安西苑,直大方伯42号,杭州,16,2019/5/27,16,1590
10748,伟星大厦,文三路252号,杭州,39,2019/5/27,39,4095
10803,伟星世纪大厦,解放路85号,杭州,39,2019/5/27,39,3360
11011,浙江怡泰科技大厦,古翠路76号,杭州,2,2019/5/27,2,195
11093,西城新座,古墩路100号,杭州,4,2019/5/27,4,300
11207,现代国际大厦,天目山路159号,杭州,4,2019/5/27,3,315
11260,星河商务大厦,解放路89号,杭州,2,2019/5/27,2,120
11278,金融大厦_杭州,庆春路182号,杭州,1,2019/5/27,1,75
11318,中恒世纪科技园,南环路4028号,杭州,1,2019/5/27,1,60
11925,昆仑大楼,体育场路580号,杭州,3,2019/5/27,3,180
12462,庆晖公寓,朝晖七区路1号,杭州,4,2019/5/27,4,300
13581,杭州春江花月园区,钱江路158号,杭州,71,2019/5/27,71,6375
15420,天成嘉苑,天城路251号,杭州,8,2019/5/27,8,720
15566,金龙商务楼,庆春路38号,杭州,1,2019/5/27,1,75
15736,文三数码大厦,文三路369号,杭州,54,2019/5/27,50,5940
16035,金峰大厦,中河路281号,杭州,13,2019/5/27,13,975
16038,华都大厦(杭州),庆春路137号,杭州,1,2019/5/27,1,105
16062,中江花园,环城东路313号,杭州,10,2019/5/27,10,750
16156,丽阳国际商务中心,湖墅南路186号,杭州,7,2019/5/27,7,750
16234,杭州凤起时代大厦,新塘路99号,杭州,3,2019/5/27,3,225
16299,三新大厦,新塘路33号,杭州,30,2019/5/27,30,2220
17236,广利大厦,庆春路136号,杭州,38,2019/5/27,38,2850
17448,利兹城市公寓,建国北路611号,杭州,8,2019/5/27,8,720
17653,神州白云大厦,天成路176号,杭州,8,2019/5/27,8,720
17657,铭成商务楼,新华路39号,杭州,3,2019/5/27,3,225
17747,铭和商务楼,新华路9号,杭州,1,2019/5/27,1,75
17874,墨香苑,莫干山路725号,杭州,15,2019/5/27,15,2025
17946,宁波大厦,天目山路46号,杭州,3,2019/5/27,3,360
20346,杭州大名空间,龙舌路46号,杭州,40,2019/5/27,40,2400
21032,杭州商业大厦,庆春路149号,杭州,1,2019/5/27,1,75
