363,1,60.00
365,16,1410.00
379,9,465.00
388,2,60.00
397,8,360.00
404,45,2790.00
410,1,60.00
452,16,1590.00
456,1,60.00
474,2,30.00
534,54,2430.00
622,10,450.00
641,16,1200.00
781,38,2460.00
868,2,180.00
888,9,690.00
895,4,240.00
929,23,1470.00
975,1,60.00
1596,1,60.00
1635,2,120.00
1732,21,1335.00
1755,2,90.00
1781,2,120.00
1809,2,120.00
1819,3,180.00
1874,4,420.00
1932,1,75.00
2016,2,180.00
2045,21,915.00
2092,2,90.00
2137,31,1860.00
2234,2,120.00
2273,1,60.00
2302,2,180.00
2384,1,75.00
2404,43,2625.00
2614,6,585.00
2701,14,1230.00
2743,1,75.00
3285,3,180.00
3496,1,60.00
3659,1,60.00
3704,1,30.00
4046,26,1410.00
4187,2,120.00
4208,2,120.00
4252,10,870.00
4305,3,225.00
4363,19,1140.00
4418,40,2340.00
4468,19,645.00
4488,3,90.00
4840,2,150.00
4895,1,60.00
4908,2,180.00
5089,11,555.00
5300,5,540.00
5567,18,1320.00
5628,2,120.00
5867,3,210.00
5969,1,75.00
5984,25,1140.00
6842,15,900.00
6926,4,360.00
6961,5,390.00
7025,2,120.00
7139,2,150.00
7183,1,60.00
7379,5,300.00
7401,2,90.00
7472,1,75.00
7504,37,2220.00
9781,1,75.00
9891,17,570.00
9939,32,2400.00
10708,16,1380.00
10748,39,2340.00
10803,39,2460.00
11011,2,90.00
11093,4,300.00
11207,3,225.00
11260,2,120.00
11278,1,60.00
11318,1,60.00
11925,3,360.00
12462,4,450.00
13581,71,4200.00
15420,8,705.00
15566,1,60.00
15736,54,3180.00
16035,13,780.00
16038,1,60.00
16062,10,1200.00
16156,7,525.00
16234,3,135.00
16299,30,1200.00
17236,38,2220.00
17448,8,480.00
17653,8,480.00
17657,3,240.00
17747,1,90.00
17874,15,1380.00
17946,3,315.00
20346,40,2400.00
21032,1,30.00
21228,17,1020.00
21320,2,150.00
21620,2,240.00
21848,7,420.00
22153,25,1125.00
22160,7,540.00
22242,1,60.00
22265,17,1050.00
22905,16,1230.00
22985,1,60.00
23072,15,1140.00
24578,22,1320.00
24712,10,810.00
24776,27,2070.00
25015,12,720.00
25259,2,120.00
25275,12,1050.00
25312,1,75.00
26312,2,120.00
26370,5,165.00
26732,1,30.00
27454,1,45.00
27545,1,30.00
27555,2,60.00
29810,24,1635.00
29983,4,270.00
30131,3,240.00
30334,3,195.00
31792,20,1095.00
31861,24,1440.00
31895,5,480.00
32019,6,720.00
32097,4,315.00
32956,34,2520.00
33006,2,120.00
33319,44,2640.00
33376,11,975.00
34301,6,420.00
34328,4,300.00
34571,21,1935.00
34577,9,675.00
34654,24,1440.00
34776,3,240.00
34980,1,60.00
35108,2,120.00
35153,2,60.00
35184,4,240.00
35196,1,60.00
35662,1,60.00
35810,6,540.00
36335,1,30.00
36446,1,60.00
36463,3,180.00
36544,1,60.00
36579,5,450.00
36608,2,120.00
36629,24,1260.00
36644,7,315.00
36725,2,120.00
36831,2,120.00
36897,17,1290.00
37093,41,2460.00
37128,3,270.00
37325,2,150.00
37345,10,900.00
37370,1,60.00
37499,3,180.00
37544,8,600.00
37642,13,1140.00
37680,12,1020.00
37709,19,1140.00
37777,1,45.00
37804,14,840.00
38404,2,210.00
38455,17,1935.00
38494,22,1320.00
38550,24,1620.00
39080,39,1890.00
43378,6,585.00
43504,4,300.00
43644,39,2250.00
43650,3,180.00
43657,5,150.00
43663,1,15.00
43727,44,3870.00
43729,28,2670.00
45580,14,1170.00
45873,7,705.00
47034,2,90.00
47754,41,3000.00
47927,23,690.00
48325,26,1560.00
48340,1,60.00
48822,27,1620.00
49563,3,270.00
50493,48,3600.00
52591,35,3870.00
54482,25,1500.00
54954,2,150.00
55161,9,750.00
56603,1,60.00
56631,2,120.00
56954,23,585.00
57177,6,480.00
57462,2,120.00
57470,4,240.00
57705,1,45.00
58371,5,300.00
58458,4,210.00
58954,15,645.00
59016,1,45.00
59858,2,120.00
60226,2,120.00
61456,7,420.00
62216,7,570.00
62243,4,240.00
62411,63,4665.00
62417,18,810.00
62475,9,765.00
62480,4,120.00
62482,3,180.00
62484,2,60.00
62486,2,120.00
62565,6,360.00
62817,2,120.00
63505,8,480.00
63716,6,450.00
63805,6,600.00
63883,57,5475.00
64127,24,1170.00
64625,22,2640.00
64797,12,1020.00
64845,24,1800.00
64957,45,2700.00
65076,15,1230.00
65462,6,360.00
65644,6,450.00
65646,13,1125.00
65683,3,180.00
65685,51,3060.00
65719,3,405.00
65960,14,1050.00
65980,4,360.00
66456,4,225.00
66883,2,120.00
67111,3,165.00
67113,4,150.00
67127,46,3780.00
67196,1,30.00
67258,2,120.00
67329,10,1140.00
67458,4,420.00
67855,2,60.00
67926,6,480.00
67934,1,90.00
68311,37,2715.00
68344,19,1680.00
68377,4,120.00
68696,12,720.00
69409,33,3315.00
69636,29,2610.00
69648,14,1110.00
69770,2,120.00
69776,6,585.00
69836,23,1485.00
69906,11,960.00
70212,6,390.00
70216,4,240.00
70220,4,300.00
70321,5,435.00
70629,2,120.00
70719,3,90.00
70728,2,120.00
71109,1,60.00
72204,9,720.00
72427,4,120.00
72431,1,60.00
72612,21,315.00
72687,1,45.00
72721,3,255.00
73300,10,600.00
73310,1,75.00
73436,66,2910.00
73438,35,1650.00
73656,18,1065.00
73927,5,420.00
74680,8,240.00
74697,45,2670.00
75269,36,3060.00
75335,82,6660.00
75366,3,285.00
75705,51,3150.00
75748,4,300.00
75783,131,5775.00
75794,49,2430.00
76159,63,3645.00
76176,11,780.00
76414,6,450.00
76845,3,225.00
76956,3,180.00
77156,10,750.00
77632,2,120.00
77950,3,180.00
78006,6,360.00
78271,1,60.00
78554,38,1680.00
78561,26,1200.00
78793,3,150.00
79007,4,240.00
79025,34,3090.00
79161,2,150.00
79202,3,210.00
79204,6,360.00
79242,2,150.00
79883,16,1380.00
79891,7,420.00
80382,3,180.00
80482,1,60.00
80561,14,1470.00
81570,4,315.00
81572,2,120.00
81661,2,120.00
81888,29,1305.00
81923,4,360.00
81964,15,1020.00
82331,1,45.00
82365,5,300.00
82417,2,210.00
84247,1,75.00
86871,2,150.00
87228,6,240.00
87409,4,120.00
87470,5,450.00
87532,20,1140.00
87666,14,1230.00
87794,8,840.00
87973,5,555.00
88043,2,120.00
88519,112,8400.00
88601,2,90.00
88625,14,600.00
88841,4,240.00
89047,2,60.00
89736,2,120.00
89857,1,60.00
89873,17,795.00
89969,3,90.00
90041,1,60.00
90047,1,60.00
90104,5,510.00
90106,10,600.00
90158,5,150.00
90160,2,60.00
90188,10,1305.00
90294,5,390.00
90460,4,180.00
90472,18,1560.00
90479,10,600.00
90511,2,120.00
90577,9,540.00
90609,1,30.00
90628,4,360.00
90790,4,240.00
90796,52,3900.00
90798,5,300.00
90834,4,240.00
91000,1,60.00
91108,12,900.00
91157,4,240.00
91159,2,90.00
91163,3,285.00
91216,4,270.00
91256,4,180.00
91258,3,225.00
91260,2,120.00
91330,4,300.00
91387,9,270.00
91450,4,240.00
91740,2,90.00
91801,3,225.00
91805,7,570.00
91835,4,240.00
91881,4,360.00
91984,17,1245.00
92235,6,360.00
92386,4,120.00
92603,2,120.00
92683,6,450.00
2000145,12,720.00
2000323,30,2055.00
2000361,6,270.00
2000383,61,4965.00
2000393,4,120.00
2000458,6,810.00
2000576,6,270.00
2000590,14,630.00
2000602,10,570.00
2000835,1,105.00
2000891,2,150.00
2000904,4,240.00
