363,1,45.00
365,16,1410.00
379,8,300.00
388,2,90.00
397,8,240.00
404,45,1995.00
410,1,45.00
452,16,1420.00
456,1,45.00
474,2,60.00
534,54,1620.00
622,10,300.00
641,16,1440.00
781,38,1740.00
868,2,180.00
888,9,675.00
895,4,300.00
929,23,1170.00
975,1,75.00
1596,1,45.00
1635,2,90.00
1732,21,1230.00
1755,2,90.00
1781,2,90.00
1809,2,90.00
1819,3,135.00
1874,4,240.00
1932,1,60.00
2016,2,120.00
2092,2,60.00
2137,31,1395.00
2234,2,150.00
2273,1,45.00
2302,2,120.00
2384,1,60.00
2404,43,2025.00
2614,6,525.00
2701,14,840.00
2743,1,60.00
3285,3,165.00
3496,1,45.00
3659,1,30.00
3704,1,45.00
4046,26,1155.00
4187,2,90.00
4208,2,60.00
4252,10,570.00
4305,3,180.00
4363,19,570.00
4418,40,1740.00
4468,19,900.00
4488,3,135.00
4840,2,90.00
4895,1,30.00
4908,2,180.00
5089,11,660.00
5300,5,345.00
5567,18,1170.00
5628,2,90.00
5867,3,210.00
5969,1,45.00
5984,5,150.00
6842,15,675.00
6926,4,360.00
6961,5,390.00
7025,2,90.00
7139,2,120.00
7183,1,30.00
7379,5,225.00
7401,2,90.00
7472,1,60.00
7504,37,2775.00
9781,1,60.00
9891,2,150.00
9939,32,1440.00
10708,16,1380.00
10748,39,2925.00
10803,39,1905.00
11011,2,120.00
11093,4,330.00
11207,3,240.00
11260,2,90.00
11278,1,45.00
11318,1,30.00
11925,3,225.00
12462,4,360.00
13581,69,2070.00
15420,8,720.00
15566,1,45.00
15736,54,3990.00
16035,13,585.00
16038,1,45.00
16062,10,750.00
16156,7,465.00
16234,3,90.00
16299,28,960.00
17236,38,1650.00
17448,8,360.00
17653,8,360.00
17657,3,225.00
17747,1,90.00
17874,15,1065.00
17946,3,270.00
20346,40,1200.00
21032,1,45.00
21228,17,510.00
21320,2,120.00
21620,2,150.00
21848,7,210.00
22153,19,570.00
22160,7,645.00
22242,1,60.00
22265,17,855.00
22905,13,840.00
22985,1,75.00
23072,15,795.00
24578,22,660.00
24712,10,735.00
24776,27,2340.00
25015,12,720.00
25259,2,150.00
25275,12,990.00
25312,1,45.00
26312,2,90.00
26370,5,240.00
26732,1,45.00
27454,1,60.00
27545,1,30.00
27555,2,90.00
29810,24,1965.00
29983,4,225.00
30131,3,120.00
30334,3,150.00
31792,20,870.00
31861,24,1800.00
31895,5,270.00
32019,6,450.00
32097,4,360.00
32956,34,1650.00
33006,2,120.00
33319,44,1320.00
33376,11,930.00
34301,6,360.00
34328,4,240.00
34571,21,1440.00
34577,9,810.00
34654,24,960.00
34776,3,150.00
34980,1,45.00
35108,2,60.00
35153,2,60.00
35184,4,360.00
35196,1,30.00
35662,1,30.00
35810,6,270.00
36335,1,15.00
36446,1,45.00
36463,3,150.00
36544,1,75.00
36579,5,375.00
36608,2,60.00
36629,18,1350.00
36644,7,210.00
36725,2,90.00
36831,2,60.00
36897,17,1530.00
37093,41,2595.00
37325,2,150.00
37345,10,900.00
37370,1,45.00
37499,3,135.00
37544,8,360.00
37642,13,765.00
37680,12,1140.00
37709,19,570.00
37777,1,45.00
37804,16,480.00
38404,2,180.00
38455,17,1350.00
38494,22,660.00
38550,24,930.00
39080,39,1845.00
43378,6,360.00
43504,4,180.00
43644,39,2805.00
43650,3,90.00
43657,5,150.00
43663,1,60.00
43727,44,3275.00
43729,28,1755.00
45580,14,900.00
45873,1,60.00
