363,1,15.00
365,16,960.00
379,9,165.00
388,2,90.00
397,8,360.00
404,45,2085.00
410,1,15.00
452,16,690.00
456,1,45.00
474,2,30.00
534,54,810.00
622,10,150.00
641,16,720.00
781,38,720.00
868,2,120.00
888,9,495.00
895,4,120.00
929,23,1080.00
975,1,30.00
1596,1,15.00
1635,2,90.00
1732,21,870.00
1755,2,60.00
1781,2,90.00
1809,2,30.00
1819,3,45.00
1874,4,240.00
1932,1,30.00
2016,2,60.00
2045,21,315.00
2092,2,30.00
2137,31,1395.00
2234,2,60.00
2273,1,45.00
2302,2,60.00
2384,1,30.00
2404,43,1335.00
2614,6,255.00
2701,14,420.00
2743,1,30.00
3285,3,165.00
3496,1,45.00
3659,1,15.00
3704,1,15.00
4046,26,1185.00
4187,2,30.00
4208,2,60.00
4252,10,300.00
4305,3,90.00
4363,19,570.00
4418,40,1800.00
4468,19,600.00
4488,3,135.00
4840,2,60.00
4895,1,15.00
4908,2,90.00
5089,11,330.00
5300,5,195.00
5567,18,930.00
5628,2,30.00
5867,3,180.00
5969,1,30.00
5984,25,750.00
6842,15,675.00
6926,4,240.00
6961,5,195.00
7025,2,90.00
7139,2,60.00
7183,1,15.00
7379,5,75.00
7401,2,60.00
7472,1,30.00
7504,37,1110.00
9781,1,30.00
9891,17,510.00
9939,32,960.00
10708,16,960.00
10748,39,1170.00
10803,39,1815.00
11011,2,60.00
11093,4,150.00
11207,3,105.00
11260,2,90.00
11278,1,45.00
11318,1,15.00
11925,3,135.00
12462,4,240.00
13581,71,2130.00
15420,8,375.00
15566,1,45.00
15736,54,1620.00
16035,13,585.00
16038,1,45.00
16062,10,450.00
16156,7,285.00
16234,3,45.00
16299,30,510.00
17236,38,1710.00
17448,8,120.00
17653,8,240.00
17657,3,165.00
17747,1,60.00
17874,15,675.00
17946,3,135.00
20346,40,1200.00
21032,1,45.00
21228,17,510.00
21320,2,60.00
21620,2,90.00
21848,7,105.00
22153,19,285.00
22160,7,330.00
22242,1,30.00
22265,17,795.00
22905,16,540.00
22985,1,30.00
23072,15,345.00
24578,22,660.00
24712,10,405.00
24776,27,1425.00
25015,12,360.00
25259,2,60.00
25275,12,510.00
25312,1,30.00
26312,2,90.00
26370,5,120.00
26732,1,15.00
27454,1,45.00
27545,1,30.00
27555,2,60.00
29810,24,885.00
29983,4,195.00
30131,3,150.00
30334,3,75.00
31792,20,510.00
31861,24,720.00
31895,5,270.00
32019,6,270.00
32097,4,225.00
32956,34,1095.00
33006,2,60.00
33319,44,660.00
33376,11,435.00
34301,6,150.00
34328,4,120.00
34571,21,810.00
34577,9,405.00
34654,24,360.00
34776,3,150.00
34980,1,15.00
35108,2,30.00
35153,2,30.00
35184,4,180.00
35196,1,30.00
35662,1,30.00
35810,6,270.00
36335,1,15.00
36446,1,45.00
36463,3,105.00
36544,1,30.00
36579,5,225.00
36608,2,30.00
36629,18,540.00
36644,7,105.00
36725,2,90.00
36831,2,30.00
36897,17,1005.00
37093,41,1230.00
37128,3,135.00
37325,2,90.00
37345,10,600.00
37370,1,45.00
37499,3,45.00
37544,8,240.00
37642,13,375.00
37680,12,660.00
37709,19,570.00
37777,1,30.00
37804,14,210.00
38404,2,120.00
38455,17,840.00
38494,22,660.00
38550,24,480.00
39080,39,1215.00
43378,6,225.00
43504,4,120.00
43644,39,1170.00
43650,3,90.00
43657,5,150.00
43663,1,15.00
43727,44,1965.00
43729,28,930.00
45580,14,480.00
45873,7,300.00
47034,2,60.00
47754,41,1530.00
47927,23,345.00
48325,26,780.00
48340,1,45.00
48822,27,810.00
49563,3,180.00
50493,48,1440.00
52591,35,1575.00
54482,25,375.00
54954,2,60.00
55161,9,525.00
56603,1,30.00
56631,2,30.00
56954,23,465.00
57177,6,360.00
57462,2,60.00
57470,4,60.00
57705,1,30.00
58371,5,150.00
58458,4,150.00
58954,15,225.00
59016,1,30.00
59858,2,30.00
60226,2,30.00
61456,7,255.00
62216,7,285.00
62243,4,180.00
62411,63,1890.00
62417,18,270.00
62475,9,420.00
62480,4,120.00
62482,3,90.00
62484,2,60.00
62486,2,30.00
62565,6,180.00
62817,2,60.00
63505,8,240.00
63716,6,180.00
63805,6,180.00
63883,57,3555.00
64127,24,450.00
64625,22,1320.00
64797,12,585.00
64845,24,1080.00
64957,45,675.00
65076,15,495.00
65462,6,180.00
65644,6,270.00
65646,13,735.00
65683,3,90.00
65685,51,1530.00
65719,3,180.00
65960,14,630.00
65980,4,180.00
66456,4,150.00
66883,2,30.00
67111,3,105.00
67113,4,105.00
67127,46,1260.00
67196,1,15.00
67258,2,30.00
67329,10,600.00
67458,4,240.00
67855,2,60.00
67926,6,360.00
67934,1,45.00
68311,37,1110.00
68344,19,855.00
68377,4,120.00
68696,12,360.00
69409,33,1485.00
69636,29,1305.00
69648,14,630.00
69770,2,30.00
69776,6,165.00
69836,23,840.00
69906,11,495.00
70212,6,195.00
70216,1,30.00
70220,4,120.00
70321,5,195.00
70629,2,60.00
70719,3,45.00
70728,2,60.00
71109,1,30.00
72204,9,405.00
72427,4,120.00
72431,1,30.00
72612,21,315.00
72687,1,30.00
72721,3,150.00
73300,10,150.00
73310,1,60.00
73436,66,1080.00
73438,35,570.00
73656,18,765.00
73927,5,210.00
74680,8,120.00
74697,45,1410.00
75269,36,1620.00
75335,82,3870.00
75366,3,180.00
75705,51,840.00
75748,4,120.00
75783,131,1965.00
75794,49,810.00
76159,63,1575.00
76176,11,270.00
76414,6,270.00
76845,3,90.00
76956,3,90.00
77156,10,450.00
77632,2,60.00
77950,3,90.00
78006,6,180.00
78271,1,15.00
78554,38,570.00
78561,8,120.00
78793,3,165.00
79007,4,60.00
79025,34,1530.00
79161,2,90.00
79202,3,150.00
79204,6,180.00
79242,2,60.00
79883,16,480.00
79891,7,105.00
80382,3,90.00
80482,1,15.00
80561,14,840.00
81570,4,165.00
81572,2,60.00
81661,2,30.00
81888,29,435.00
81923,4,180.00
81964,15,555.00
82331,1,15.00
82365,5,75.00
82417,2,150.00
84247,1,45.00
86871,2,60.00
87228,6,90.00
87409,4,120.00
87470,5,150.00
87532,20,390.00
87666,14,480.00
87794,8,240.00
87973,5,240.00
88043,2,90.00
88519,112,3360.00
88601,2,30.00
88625,14,210.00
88841,4,120.00
89047,2,30.00
89736,2,60.00
89857,1,30.00
89873,17,285.00
89969,3,45.00
90041,1,30.00
90047,1,30.00
90104,5,270.00
90106,10,150.00
90158,5,150.00
90160,2,60.00
90188,10,975.00
90294,5,195.00
90460,4,60.00
90472,18,1095.00
90479,10,300.00
90511,2,90.00
90577,9,270.00
90609,1,15.00
90628,4,120.00
90790,4,120.00
90796,52,1560.00
90798,5,225.00
90834,4,120.00
91000,1,15.00
91108,12,540.00
91157,4,120.00
91159,2,30.00
91163,3,195.00
91216,4,120.00
91256,4,120.00
91258,3,90.00
91260,2,30.00
91330,4,150.00
91387,9,270.00
91450,4,60.00
91740,2,30.00
91801,3,90.00
91805,7,225.00
91835,4,120.00
91881,4,240.00
91984,17,660.00
92235,6,180.00
92386,4,60.00
92603,2,30.00
92683,6,180.00
2000145,12,180.00
